Номер_сессии,Сессия,Испытуемый,Видео,Формат_экрана,MOS,Таймкод,Разрешение,Масштаб_%,Битрейт_кбит,FPS,Дата_время,Статус
3,20260603 141031,16,1,720,5,00:01,4096×2160,100.0,23413.0,60/1,2026-06-03 14:39:22,OK
3,20260603 141031,16,1,720,4,00:47,1586×836,38.7,10961.0,60/1,2026-06-03 14:39:22,OK
3,20260603 141031,16,1,720,3,01:44,496×262,12.2,17235.0,60/1,2026-06-03 14:39:22,OK
3,20260603 141031,16,1,720,2,02:03,326×172,8.0,19666.0,60/1,2026-06-03 14:39:22,OK
3,20260603 141031,16,2,720,5,00:00,4096×2160,100.0,11447.0,60/1,2026-06-03 14:42:00,OK
3,20260603 141031,16,2,720,4,01:22,758×400,18.5,15131.0,60/1,2026-06-03 14:42:00,OK
3,20260603 141031,16,2,720,3,01:45,448×236,10.9,9556.0,60/1,2026-06-03 14:42:00,OK
3,20260603 141031,16,2,720,2,02:21,214×112,5.2,19423.0,60/1,2026-06-03 14:42:00,OK
3,20260603 141031,16,3,720,5,00:00,4096×2160,100.0,16232.0,60/1,2026-06-03 14:44:39,OK
3,20260603 141031,16,3,720,4,00:00,4096×2160,100.0,16232.0,60/1,2026-06-03 14:44:39,"Исключено: нажатие до деградации (MOS=4, 00:00, 100.0%)"
3,20260603 141031,16,3,720,3,01:43,496×262,12.2,9763.0,60/1,2026-06-03 14:44:39,OK
3,20260603 141031,16,3,720,2,01:43,496×262,12.2,9763.0,60/1,2026-06-03 14:44:39,OK
3,20260603 141031,16,4,720,5,00:01,4096×2160,100.0,12627.0,60/1,2026-06-03 14:47:16,OK
3,20260603 141031,16,4,720,4,01:14,936×494,22.9,23949.0,60/1,2026-06-03 14:47:16,OK
3,20260603 141031,16,4,720,3,01:43,496×262,12.2,17190.0,60/1,2026-06-03 14:47:16,OK
3,20260603 141031,16,4,720,2,02:05,294×154,7.2,11770.0,60/1,2026-06-03 14:47:16,OK
3,20260603 141031,17,1,1080,5,00:00,4096×2160,100.0,23413.0,60/1,2026-06-03 14:28:40,OK
3,20260603 141031,17,1,1080,4,01:07,1040×548,25.4,9801.0,60/1,2026-06-03 14:28:40,OK
3,20260603 141031,17,1,1080,3,01:49,448×236,10.9,20553.0,60/1,2026-06-03 14:28:40,OK
3,20260603 141031,17,1,1080,2,02:22,214×112,5.2,11782.0,60/1,2026-06-03 14:28:40,OK
3,20260603 141031,17,2,1080,5,00:00,4096×2160,100.0,11447.0,60/1,2026-06-03 14:31:19,OK
3,20260603 141031,17,2,1080,4,01:39,552×290,13.5,22781.0,60/1,2026-06-03 14:31:19,OK
3,20260603 141031,17,2,1080,3,02:01,326×172,8.0,8000.0,60/1,2026-06-03 14:31:19,OK
3,20260603 141031,17,2,1080,2,02:21,214×112,5.2,19423.0,60/1,2026-06-03 14:31:19,OK
3,20260603 141031,17,3,1080,5,00:00,4096×2160,100.0,16232.0,60/1,2026-06-03 14:33:56,OK
3,20260603 141031,17,3,1080,4,01:21,758×400,18.5,18989.0,60/1,2026-06-03 14:33:56,OK
3,20260603 141031,17,3,1080,3,02:01,326×172,8.0,21322.0,60/1,2026-06-03 14:33:56,OK
3,20260603 141031,17,3,1080,2,02:21,214×112,5.2,10297.0,60/1,2026-06-03 14:33:56,OK
3,20260603 141031,17,4,1080,5,00:01,4096×2160,100.0,12627.0,60/1,2026-06-03 14:36:34,OK
3,20260603 141031,17,4,1080,4,00:44,1762×928,43.0,9345.0,60/1,2026-06-03 14:36:34,OK
3,20260603 141031,17,4,1080,3,01:53,402×212,9.8,21000.0,60/1,2026-06-03 14:36:34,OK
3,20260603 141031,17,4,1080,2,02:21,214×112,5.2,15853.0,60/1,2026-06-03 14:36:34,OK
3,20260603 141031,17,1,4K,5,00:00,4096×2160,100.0,23413.0,60/1,2026-06-03 14:17:55,OK
3,20260603 141031,17,1,4K,4,00:00,4096×2160,100.0,23413.0,60/1,2026-06-03 14:17:55,"Исключено: нажатие до деградации (MOS=4, 00:00, 100.0%)"
3,20260603 141031,17,1,4K,3,00:42,1762×928,43.0,9951.0,60/1,2026-06-03 14:17:55,OK
3,20260603 141031,17,1,4K,2,02:22,214×112,5.2,11782.0,60/1,2026-06-03 14:17:55,OK
3,20260603 141031,17,2,4K,5,00:00,4096×2160,100.0,11447.0,60/1,2026-06-03 14:20:34,OK
3,20260603 141031,17,2,4K,4,01:16,842×444,20.6,14914.0,60/1,2026-06-03 14:20:34,OK
3,20260603 141031,17,2,4K,3,01:42,496×262,12.2,10850.0,60/1,2026-06-03 14:20:34,OK
3,20260603 141031,17,2,4K,2,02:01,326×172,8.0,8000.0,60/1,2026-06-03 14:20:34,OK
3,20260603 141031,17,3,4K,5,00:00,4096×2160,100.0,16232.0,60/1,2026-06-03 14:23:12,OK
3,20260603 141031,17,3,4K,4,01:22,758×400,18.5,18989.0,60/1,2026-06-03 14:23:12,OK
3,20260603 141031,17,3,4K,3,01:46,448×236,10.9,10947.0,60/1,2026-06-03 14:23:12,OK
3,20260603 141031,17,3,4K,2,02:20,214×112,5.2,10297.0,60/1,2026-06-03 14:23:12,OK
3,20260603 141031,17,4,4K,5,00:00,4096×2160,100.0,12627.0,60/1,2026-06-03 14:25:50,OK
3,20260603 141031,17,4,4K,4,01:22,758×400,18.5,13543.0,60/1,2026-06-03 14:25:50,OK
3,20260603 141031,17,4,4K,3,01:41,496×262,12.2,17190.0,60/1,2026-06-03 14:25:50,OK
3,20260603 141031,17,4,4K,2,02:21,214×112,5.2,15853.0,60/1,2026-06-03 14:25:50,OK
3,20260603 141031,17,1,720,5,00:00,4096×2160,100.0,23413.0,60/1,2026-06-03 14:39:22,OK
3,20260603 141031,17,1,720,4,01:36,552×290,13.5,24340.0,60/1,2026-06-03 14:39:22,OK
3,20260603 141031,17,1,720,3,02:06,294×154,7.2,22412.0,60/1,2026-06-03 14:39:22,OK
3,20260603 141031,17,1,720,2,02:24,214×112,5.2,11782.0,60/1,2026-06-03 14:39:22,OK
3,20260603 141031,17,2,720,5,00:00,4096×2160,100.0,11447.0,60/1,2026-06-03 14:42:00,OK
3,20260603 141031,17,2,720,4,01:24,758×400,18.5,15131.0,60/1,2026-06-03 14:42:00,OK
3,20260603 141031,17,2,720,3,01:47,448×236,10.9,9556.0,60/1,2026-06-03 14:42:00,OK
3,20260603 141031,17,2,720,2,02:21,214×112,5.2,19423.0,60/1,2026-06-03 14:42:00,OK
3,20260603 141031,17,3,720,5,00:00,4096×2160,100.0,16232.0,60/1,2026-06-03 14:44:39,OK
3,20260603 141031,17,3,720,4,01:28,682×360,16.7,25260.0,60/1,2026-06-03 14:44:39,OK
3,20260603 141031,17,3,720,3,01:50,402×212,9.8,13771.0,60/1,2026-06-03 14:44:39,OK
3,20260603 141031,17,3,720,2,02:21,214×112,5.2,10297.0,60/1,2026-06-03 14:44:39,OK
3,20260603 141031,17,4,720,5,00:00,4096×2160,100.0,12627.0,60/1,2026-06-03 14:47:16,OK
3,20260603 141031,17,4,720,4,01:34,614×324,15.0,14254.0,60/1,2026-06-03 14:47:16,OK
3,20260603 141031,17,4,720,3,01:53,402×212,9.8,21000.0,60/1,2026-06-03 14:47:16,OK
3,20260603 141031,17,4,720,2,02:21,214×112,5.2,15853.0,60/1,2026-06-03 14:47:16,OK
3,20260603 141031,18,1,1080,5,00:06,3686×1944,90.0,30431.0,60/1,2026-06-03 14:28:40,OK
3,20260603 141031,18,1,1080,4,01:24,758×400,18.5,21269.0,60/1,2026-06-03 14:28:40,OK
3,20260603 141031,18,1,1080,3,01:43,496×262,12.2,17235.0,60/1,2026-06-03 14:28:40,OK
3,20260603 141031,18,1,1080,2,02:22,214×112,5.2,11782.0,60/1,2026-06-03 14:28:40,OK
3,20260603 141031,18,2,1080,5,00:04,4096×2160,100.0,11447.0,60/1,2026-06-03 14:31:19,OK
3,20260603 141031,18,2,1080,4,00:53,1428×752,34.9,15292.0,60/1,2026-06-03 14:31:19,OK
3,20260603 141031,18,2,1080,3,01:21,758×400,18.5,15131.0,60/1,2026-06-03 14:31:19,OK
3,20260603 141031,18,2,1080,2,02:02,326×172,8.0,8000.0,60/1,2026-06-03 14:31:19,OK
3,20260603 141031,18,3,1080,5,00:03,4096×2160,100.0,16232.0,60/1,2026-06-03 14:33:56,OK
3,20260603 141031,18,3,1080,4,01:00,1156×610,28.2,8753.0,60/1,2026-06-03 14:33:56,OK
3,20260603 141031,18,3,1080,3,01:21,758×400,18.5,18989.0,60/1,2026-06-03 14:33:56,OK
3,20260603 141031,18,3,1080,2,02:04,326×172,8.0,21322.0,60/1,2026-06-03 14:33:56,OK
3,20260603 141031,18,4,1080,5,00:08,3686×1944,90.0,11285.0,60/1,2026-06-03 14:36:34,OK
3,20260603 141031,18,4,1080,4,00:48,1586×836,38.7,11552.0,60/1,2026-06-03 14:36:34,OK
3,20260603 141031,18,4,1080,3,01:24,758×400,18.5,13543.0,60/1,2026-06-03 14:36:34,OK
3,20260603 141031,18,4,1080,2,01:45,448×236,10.9,23119.0,60/1,2026-06-03 14:36:34,OK
3,20260603 141031,18,1,4K,5,00:00,4096×2160,100.0,23413.0,60/1,2026-06-03 14:17:55,OK
3,20260603 141031,18,1,4K,4,02:00,326×172,8.0,19666.0,60/1,2026-06-03 14:17:55,OK
3,20260603 141031,18,1,4K,3,02:24,214×112,5.2,11782.0,60/1,2026-06-03 14:17:55,OK
3,20260603 141031,18,1,4K,2,,,,,,2026-06-03 14:17:55,Исключено: нет данных
3,20260603 141031,18,2,4K,5,00:08,3686×1944,90.0,11912.0,60/1,2026-06-03 14:20:34,OK
3,20260603 141031,18,2,4K,4,01:23,758×400,18.5,15131.0,60/1,2026-06-03 14:20:34,OK
3,20260603 141031,18,2,4K,3,01:46,448×236,10.9,9556.0,60/1,2026-06-03 14:20:34,OK
3,20260603 141031,18,2,4K,2,02:29,192×100,4.7,23167.0,60/1,2026-06-03 14:20:34,OK
3,20260603 141031,18,3,4K,5,00:13,3316×1748,81.0,24692.0,60/1,2026-06-03 14:23:12,OK
3,20260603 141031,18,3,4K,4,01:22,758×400,18.5,18989.0,60/1,2026-06-03 14:23:12,OK
3,20260603 141031,18,3,4K,3,01:46,448×236,10.9,10947.0,60/1,2026-06-03 14:23:12,OK
3,20260603 141031,18,3,4K,2,02:26,192×100,4.7,9735.0,60/1,2026-06-03 14:23:12,OK
3,20260603 141031,18,4,4K,5,00:03,4096×2160,100.0,12627.0,60/1,2026-06-03 14:25:50,OK
3,20260603 141031,18,4,4K,4,00:56,1284×676,31.4,9145.0,60/1,2026-06-03 14:25:50,OK
3,20260603 141031,18,4,4K,3,01:37,552×290,13.5,9535.0,60/1,2026-06-03 14:25:50,OK
3,20260603 141031,18,4,4K,2,02:10,264×138,6.5,13414.0,60/1,2026-06-03 14:25:50,OK
3,20260603 141031,18,1,720,5,00:09,3686×1944,90.0,30431.0,60/1,2026-06-03 14:39:22,OK
3,20260603 141031,18,1,720,4,00:44,1762×928,43.0,9951.0,60/1,2026-06-03 14:39:22,OK
3,20260603 141031,18,1,720,3,01:45,448×236,10.9,20553.0,60/1,2026-06-03 14:39:22,OK
3,20260603 141031,18,1,720,2,02:27,192×100,4.7,11247.0,60/1,2026-06-03 14:39:22,OK
3,20260603 141031,18,2,720,5,00:05,3686×1944,90.0,11912.0,60/1,2026-06-03 14:42:00,OK
3,20260603 141031,18,2,720,4,01:06,1040×548,25.4,26503.0,60/1,2026-06-03 14:42:00,OK
3,20260603 141031,18,2,720,3,02:01,326×172,8.0,8000.0,60/1,2026-06-03 14:42:00,OK
3,20260603 141031,18,2,720,2,02:23,214×112,5.2,19423.0,60/1,2026-06-03 14:42:00,OK
3,20260603 141031,18,3,720,5,00:02,4096×2160,100.0,16232.0,60/1,2026-06-03 14:44:39,OK
3,20260603 141031,18,3,720,4,01:07,1040×548,25.4,11430.0,60/1,2026-06-03 14:44:39,OK
3,20260603 141031,18,3,720,3,01:42,496×262,12.2,9763.0,60/1,2026-06-03 14:44:39,OK
3,20260603 141031,18,3,720,2,02:14,264×138,6.5,28155.0,60/1,2026-06-03 14:44:39,OK
3,20260603 141031,18,4,720,5,00:13,3316×1748,81.0,9284.0,60/1,2026-06-03 14:47:16,OK
3,20260603 141031,18,4,720,4,00:54,1428×752,34.9,11935.0,60/1,2026-06-03 14:47:16,OK
3,20260603 141031,18,4,720,3,01:35,552×290,13.5,9535.0,60/1,2026-06-03 14:47:16,OK
3,20260603 141031,18,4,720,2,02:02,326×172,8.0,10546.0,60/1,2026-06-03 14:47:16,OK
4,20260603 145029,19,1,1080,5,00:02,4096×2160,100.0,23413.0,60/1,2026-06-03 15:10:21,OK
4,20260603 145029,19,1,1080,4,00:46,1586×836,38.7,10961.0,60/1,2026-06-03 15:10:21,OK
4,20260603 145029,19,1,1080,3,01:33,614×324,15.0,29472.0,60/1,2026-06-03 15:10:21,OK
4,20260603 145029,19,1,1080,2,02:21,214×112,5.2,11782.0,60/1,2026-06-03 15:10:21,OK
4,20260603 145029,19,2,1080,5,00:02,4096×2160,100.0,11447.0,60/1,2026-06-03 15:13:00,OK
4,20260603 145029,19,2,1080,4,01:02,1156×610,28.2,20695.0,60/1,2026-06-03 15:13:00,OK
4,20260603 145029,19,2,1080,3,01:43,496×262,12.2,10850.0,60/1,2026-06-03 15:13:00,OK
4,20260603 145029,19,2,1080,2,02:21,214×112,5.2,19423.0,60/1,2026-06-03 15:13:00,OK
4,20260603 145029,19,3,1080,5,00:01,4096×2160,100.0,16232.0,60/1,2026-06-03 15:15:39,OK
4,20260603 145029,19,3,1080,4,01:03,1156×610,28.2,8753.0,60/1,2026-06-03 15:15:39,OK
4,20260603 145029,19,3,1080,3,01:46,448×236,10.9,10947.0,60/1,2026-06-03 15:15:39,OK
4,20260603 145029,19,3,1080,2,02:22,214×112,5.2,10297.0,60/1,2026-06-03 15:15:39,OK
4,20260603 145029,19,4,1080,5,00:02,4096×2160,100.0,12627.0,60/1,2026-06-03 15:18:18,OK
4,20260603 145029,19,4,1080,4,01:01,1156×610,28.2,15303.0,60/1,2026-06-03 15:18:18,OK
4,20260603 145029,19,4,1080,3,01:40,496×262,12.2,17190.0,60/1,2026-06-03 15:18:18,OK
4,20260603 145029,19,4,1080,2,02:18,238×124,5.8,11239.0,60/1,2026-06-03 15:18:18,OK
4,20260603 145029,19,1,4K,5,00:00,4096×2160,100.0,23413.0,60/1,2026-06-03 14:59:38,OK
4,20260603 145029,19,1,4K,4,01:02,1156×610,28.2,10810.0,60/1,2026-06-03 14:59:38,OK
4,20260603 145029,19,1,4K,3,01:29,682×360,16.7,26395.0,60/1,2026-06-03 14:59:38,OK
4,20260603 145029,19,1,4K,2,02:03,326×172,8.0,19666.0,60/1,2026-06-03 14:59:38,OK
4,20260603 145029,19,2,4K,5,00:05,3686×1944,90.0,11912.0,60/1,2026-06-03 15:02:16,OK
4,20260603 145029,19,2,4K,4,01:14,936×494,22.9,20981.0,60/1,2026-06-03 15:02:16,OK
4,20260603 145029,19,2,4K,3,02:02,326×172,8.0,8000.0,60/1,2026-06-03 15:02:16,OK
4,20260603 145029,19,2,4K,2,02:22,214×112,5.2,19423.0,60/1,2026-06-03 15:02:16,OK
4,20260603 145029,19,3,4K,5,00:01,4096×2160,100.0,16232.0,60/1,2026-06-03 15:04:54,OK
4,20260603 145029,19,3,4K,4,01:21,758×400,18.5,18989.0,60/1,2026-06-03 15:04:54,OK
4,20260603 145029,19,3,4K,3,01:43,496×262,12.2,9763.0,60/1,2026-06-03 15:04:54,OK
4,20260603 145029,19,3,4K,2,02:20,214×112,5.2,10297.0,60/1,2026-06-03 15:04:54,OK
4,20260603 145029,19,4,4K,5,00:02,4096×2160,100.0,12627.0,60/1,2026-06-03 15:07:31,OK
4,20260603 145029,19,4,4K,4,01:10,936×494,22.9,23949.0,60/1,2026-06-03 15:07:31,OK
4,20260603 145029,19,4,4K,3,01:41,496×262,12.2,17190.0,60/1,2026-06-03 15:07:31,OK
4,20260603 145029,19,4,4K,2,02:17,238×124,5.8,11239.0,60/1,2026-06-03 15:07:31,OK
4,20260603 145029,19,1,720,5,00:02,4096×2160,100.0,23413.0,60/1,2026-06-03 15:21:10,OK
4,20260603 145029,19,1,720,4,01:02,1156×610,28.2,10810.0,60/1,2026-06-03 15:21:10,OK
4,20260603 145029,19,1,720,3,02:02,326×172,8.0,19666.0,60/1,2026-06-03 15:21:10,OK
4,20260603 145029,19,1,720,2,02:23,214×112,5.2,11782.0,60/1,2026-06-03 15:21:10,OK
4,20260603 145029,19,2,720,5,00:02,4096×2160,100.0,11447.0,60/1,2026-06-03 15:23:53,OK
4,20260603 145029,19,2,720,4,01:01,1156×610,28.2,20695.0,60/1,2026-06-03 15:23:53,OK
4,20260603 145029,19,2,720,3,02:02,326×172,8.0,8000.0,60/1,2026-06-03 15:23:53,OK
4,20260603 145029,19,2,720,2,02:22,214×112,5.2,19423.0,60/1,2026-06-03 15:23:53,OK
4,20260603 145029,19,3,720,5,00:01,4096×2160,100.0,16232.0,60/1,2026-06-03 15:26:34,OK
4,20260603 145029,19,3,720,4,01:01,1156×610,28.2,8753.0,60/1,2026-06-03 15:26:34,OK
4,20260603 145029,19,3,720,3,01:41,496×262,12.2,9763.0,60/1,2026-06-03 15:26:34,OK
4,20260603 145029,19,3,720,2,02:21,214×112,5.2,10297.0,60/1,2026-06-03 15:26:34,OK
4,20260603 145029,19,4,720,5,00:01,4096×2160,100.0,12627.0,60/1,2026-06-03 15:29:12,OK
4,20260603 145029,19,4,720,4,00:52,1428×752,34.9,11935.0,60/1,2026-06-03 15:29:12,OK
4,20260603 145029,19,4,720,3,01:36,552×290,13.5,9535.0,60/1,2026-06-03 15:29:12,OK
4,20260603 145029,19,4,720,2,02:21,214×112,5.2,15853.0,60/1,2026-06-03 15:29:12,OK
4,20260603 145029,20,1,1080,5,00:02,4096×2160,100.0,23413.0,60/1,2026-06-03 15:10:21,OK
4,20260603 145029,20,1,1080,4,00:43,1762×928,43.0,9951.0,60/1,2026-06-03 15:10:21,OK
4,20260603 145029,20,1,1080,3,01:28,682×360,16.7,26395.0,60/1,2026-06-03 15:10:21,OK
4,20260603 145029,20,1,1080,2,02:04,326×172,8.0,19666.0,60/1,2026-06-03 15:10:21,OK
4,20260603 145029,20,2,1080,5,00:03,4096×2160,100.0,11447.0,60/1,2026-06-03 15:13:00,OK
4,20260603 145029,20,2,1080,4,01:21,758×400,18.5,15131.0,60/1,2026-06-03 15:13:00,OK
4,20260603 145029,20,2,1080,3,02:01,326×172,8.0,8000.0,60/1,2026-06-03 15:13:00,OK
4,20260603 145029,20,2,1080,2,02:21,214×112,5.2,19423.0,60/1,2026-06-03 15:13:00,OK
4,20260603 145029,20,3,1080,5,00:01,4096×2160,100.0,16232.0,60/1,2026-06-03 15:15:39,OK
4,20260603 145029,20,3,1080,4,01:09,1040×548,25.4,11430.0,60/1,2026-06-03 15:15:39,OK
4,20260603 145029,20,3,1080,3,01:47,448×236,10.9,10947.0,60/1,2026-06-03 15:15:39,OK
4,20260603 145029,20,3,1080,2,02:23,214×112,5.2,10297.0,60/1,2026-06-03 15:15:39,OK
4,20260603 145029,20,4,1080,5,00:01,4096×2160,100.0,12627.0,60/1,2026-06-03 15:18:18,OK
4,20260603 145029,20,4,1080,4,01:21,758×400,18.5,13543.0,60/1,2026-06-03 15:18:18,OK
4,20260603 145029,20,4,1080,3,02:01,326×172,8.0,10546.0,60/1,2026-06-03 15:18:18,OK
4,20260603 145029,20,4,1080,2,02:23,214×112,5.2,15853.0,60/1,2026-06-03 15:18:18,OK
4,20260603 145029,20,1,4K,5,00:00,4096×2160,100.0,23413.0,60/1,2026-06-03 14:59:38,OK
4,20260603 145029,20,1,4K,4,01:05,1040×548,25.4,9801.0,60/1,2026-06-03 14:59:38,OK
4,20260603 145029,20,1,4K,3,01:31,614×324,15.0,29472.0,60/1,2026-06-03 14:59:38,OK
4,20260603 145029,20,1,4K,2,02:05,294×154,7.2,22412.0,60/1,2026-06-03 14:59:38,OK
4,20260603 145029,20,2,4K,5,00:06,3686×1944,90.0,11912.0,60/1,2026-06-03 15:02:16,OK
4,20260603 145029,20,2,4K,4,01:19,842×444,20.6,14914.0,60/1,2026-06-03 15:02:16,OK
4,20260603 145029,20,2,4K,3,02:01,326×172,8.0,8000.0,60/1,2026-06-03 15:02:16,OK
4,20260603 145029,20,2,4K,2,02:21,214×112,5.2,19423.0,60/1,2026-06-03 15:02:16,OK
4,20260603 145029,20,3,4K,5,00:02,4096×2160,100.0,16232.0,60/1,2026-06-03 15:04:54,OK
4,20260603 145029,20,3,4K,4,01:08,1040×548,25.4,11430.0,60/1,2026-06-03 15:04:54,OK
4,20260603 145029,20,3,4K,3,01:41,496×262,12.2,9763.0,60/1,2026-06-03 15:04:54,OK
4,20260603 145029,20,3,4K,2,02:07,294×154,7.2,25487.0,60/1,2026-06-03 15:04:54,OK
4,20260603 145029,20,4,4K,5,00:02,4096×2160,100.0,12627.0,60/1,2026-06-03 15:07:31,OK
4,20260603 145029,20,4,4K,4,01:21,758×400,18.5,13543.0,60/1,2026-06-03 15:07:31,OK
4,20260603 145029,20,4,4K,3,01:48,448×236,10.9,23119.0,60/1,2026-06-03 15:07:31,OK
4,20260603 145029,20,4,4K,2,02:19,238×124,5.8,11239.0,60/1,2026-06-03 15:07:31,OK
4,20260603 145029,20,1,720,5,00:06,3686×1944,90.0,30431.0,60/1,2026-06-03 15:21:10,OK
4,20260603 145029,20,1,720,4,01:02,1156×610,28.2,10810.0,60/1,2026-06-03 15:21:10,OK
4,20260603 145029,20,1,720,3,01:42,496×262,12.2,17235.0,60/1,2026-06-03 15:21:10,OK
4,20260603 145029,20,1,720,2,02:21,214×112,5.2,11782.0,60/1,2026-06-03 15:21:10,OK
4,20260603 145029,20,2,720,5,00:02,4096×2160,100.0,11447.0,60/1,2026-06-03 15:23:53,OK
4,20260603 145029,20,2,720,4,01:23,758×400,18.5,15131.0,60/1,2026-06-03 15:23:53,OK
4,20260603 145029,20,2,720,3,02:01,326×172,8.0,8000.0,60/1,2026-06-03 15:23:53,OK
4,20260603 145029,20,2,720,2,02:24,214×112,5.2,19423.0,60/1,2026-06-03 15:23:53,OK
4,20260603 145029,20,3,720,5,00:02,4096×2160,100.0,16232.0,60/1,2026-06-03 15:26:34,OK
4,20260603 145029,20,3,720,4,00:42,1762×928,43.0,15010.0,60/1,2026-06-03 15:26:34,OK
4,20260603 145029,20,3,720,3,01:34,614×324,15.0,20798.0,60/1,2026-06-03 15:26:34,OK
4,20260603 145029,20,3,720,2,02:23,214×112,5.2,10297.0,60/1,2026-06-03 15:26:34,OK
4,20260603 145029,20,4,720,5,00:01,4096×2160,100.0,12627.0,60/1,2026-06-03 15:29:12,OK
4,20260603 145029,20,4,720,4,01:06,1040×548,25.4,20038.0,60/1,2026-06-03 15:29:12,OK
4,20260603 145029,20,4,720,3,01:37,552×290,13.5,9535.0,60/1,2026-06-03 15:29:12,OK
4,20260603 145029,20,4,720,2,02:21,214×112,5.2,15853.0,60/1,2026-06-03 15:29:12,OK
4,20260603 145029,21,1,1080,5,00:02,4096×2160,100.0,23413.0,60/1,2026-06-03 15:10:21,OK
4,20260603 145029,21,1,1080,4,01:03,1156×610,28.2,10810.0,60/1,2026-06-03 15:10:21,OK
4,20260603 145029,21,1,1080,3,01:46,448×236,10.9,20553.0,60/1,2026-06-03 15:10:21,OK
4,20260603 145029,21,1,1080,2,02:04,326×172,8.0,19666.0,60/1,2026-06-03 15:10:21,OK
4,20260603 145029,21,2,1080,5,00:01,4096×2160,100.0,11447.0,60/1,2026-06-03 15:13:00,OK
4,20260603 145029,21,2,1080,4,01:14,936×494,22.9,20981.0,60/1,2026-06-03 15:13:00,OK
4,20260603 145029,21,2,1080,3,01:46,448×236,10.9,9556.0,60/1,2026-06-03 15:13:00,OK
4,20260603 145029,21,2,1080,2,02:07,294×154,7.2,11643.0,60/1,2026-06-03 15:13:00,OK
4,20260603 145029,21,3,1080,5,00:01,4096×2160,100.0,16232.0,60/1,2026-06-03 15:15:39,OK
4,20260603 145029,21,3,1080,4,01:21,758×400,18.5,18989.0,60/1,2026-06-03 15:15:39,OK
4,20260603 145029,21,3,1080,3,02:02,326×172,8.0,21322.0,60/1,2026-06-03 15:15:39,OK
4,20260603 145029,21,3,1080,2,02:21,214×112,5.2,10297.0,60/1,2026-06-03 15:15:39,OK
4,20260603 145029,21,4,1080,5,00:02,4096×2160,100.0,12627.0,60/1,2026-06-03 15:18:18,OK
4,20260603 145029,21,4,1080,4,01:22,758×400,18.5,13543.0,60/1,2026-06-03 15:18:18,OK
4,20260603 145029,21,4,1080,3,01:57,362×190,8.9,15040.0,60/1,2026-06-03 15:18:18,OK
4,20260603 145029,21,4,1080,2,02:21,214×112,5.2,15853.0,60/1,2026-06-03 15:18:18,OK
4,20260603 145029,21,1,4K,5,00:00,4096×2160,100.0,23413.0,60/1,2026-06-03 14:59:38,OK
4,20260603 145029,21,1,4K,4,01:02,1156×610,28.2,10810.0,60/1,2026-06-03 14:59:38,OK
4,20260603 145029,21,1,4K,3,01:46,448×236,10.9,20553.0,60/1,2026-06-03 14:59:38,OK
4,20260603 145029,21,1,4K,2,02:25,192×100,4.7,11247.0,60/1,2026-06-03 14:59:38,OK
4,20260603 145029,21,2,4K,5,00:02,4096×2160,100.0,11447.0,60/1,2026-06-03 15:02:16,OK
4,20260603 145029,21,2,4K,4,01:19,842×444,20.6,14914.0,60/1,2026-06-03 15:02:16,OK
4,20260603 145029,21,2,4K,3,02:01,326×172,8.0,8000.0,60/1,2026-06-03 15:02:16,OK
4,20260603 145029,21,2,4K,2,02:22,214×112,5.2,19423.0,60/1,2026-06-03 15:02:16,OK
4,20260603 145029,21,3,4K,5,00:01,4096×2160,100.0,16232.0,60/1,2026-06-03 15:04:54,OK
4,20260603 145029,21,3,4K,4,01:07,1040×548,25.4,11430.0,60/1,2026-06-03 15:04:54,OK
4,20260603 145029,21,3,4K,3,01:41,496×262,12.2,9763.0,60/1,2026-06-03 15:04:54,OK
4,20260603 145029,21,3,4K,2,02:07,294×154,7.2,25487.0,60/1,2026-06-03 15:04:54,OK
4,20260603 145029,21,4,4K,5,00:01,4096×2160,100.0,12627.0,60/1,2026-06-03 15:07:31,OK
4,20260603 145029,21,4,4K,4,01:11,936×494,22.9,23949.0,60/1,2026-06-03 15:07:31,OK
4,20260603 145029,21,4,4K,3,01:41,496×262,12.2,17190.0,60/1,2026-06-03 15:07:31,OK
4,20260603 145029,21,4,4K,2,02:15,238×124,5.8,11239.0,60/1,2026-06-03 15:07:31,OK
4,20260603 145029,21,1,720,5,00:08,3686×1944,90.0,30431.0,60/1,2026-06-03 15:21:10,OK
4,20260603 145029,21,1,720,4,01:02,1156×610,28.2,10810.0,60/1,2026-06-03 15:21:10,OK
4,20260603 145029,21,1,720,3,01:46,448×236,10.9,20553.0,60/1,2026-06-03 15:21:10,OK
4,20260603 145029,21,1,720,2,02:22,214×112,5.2,11782.0,60/1,2026-06-03 15:21:10,OK
4,20260603 145029,21,2,720,5,00:02,4096×2160,100.0,11447.0,60/1,2026-06-03 15:23:53,OK
4,20260603 145029,21,2,720,4,01:21,758×400,18.5,15131.0,60/1,2026-06-03 15:23:53,OK
4,20260603 145029,21,2,720,3,02:01,326×172,8.0,8000.0,60/1,2026-06-03 15:23:53,OK
4,20260603 145029,21,2,720,2,02:22,214×112,5.2,19423.0,60/1,2026-06-03 15:23:53,OK
4,20260603 145029,21,3,720,5,00:01,4096×2160,100.0,16232.0,60/1,2026-06-03 15:26:34,OK
4,20260603 145029,21,3,720,4,01:38,552×290,13.5,13924.0,60/1,2026-06-03 15:26:34,OK
